ID,Node,Technology,Fuel,Capacity,Efficiency,Emission,VariableCost,Storage,Latitude,Longitude
BNA0232b,297,Steam turbine,Biomass,8,0.38,0,0,0,48.26693,9.72626
BNA0242,350,Steam turbine,Biomass,12.6,0.38,0,0,0,51.46616,13.50464
BNA0244,409,Steam turbine,Biomass,20,0.38,0,0,0,53.34217,7.20624
BNA0250a,392,Steam turbine,Biomass,20,0.38,0,0,0,52.619274,6.86931
BNA0250b,392,Steam turbine,Biomass,10.6,0.38,0,0,0,52.61913,6.872126
BNA0277,200,Steam turbine,Biomass,12.6,0.38,0,0,0,50.022602,8.377209
BNA0283,72,Steam turbine,Biomass,12.4,0.38,0,0,0,50.12943,8.76792
BNA0347,293,Steam turbine,Biomass,15.7,0.38,0,0,0,48.62833,10.20078
BNA0385,211,Steam turbine,Biomass,12.1,0.38,0,0,0,51.91537,8.40031
BNA0388,178,Steam turbine,Biomass,20,0.38,0,0,0,51.411114,7.491698
BNA0399,415,Steam turbine,Biomass,20,0.38,0,0,0,53.53188044,10.07459164
BNA0408,217,Steam turbine,Biomass,16.8,0.38,0,0,0,52.09875,9.38821
BNA0435,138,Steam turbine,Biomass,19.7,0.38,0,0,0,53.15113,12.37706
BNA0483,216,Steam turbine,Biomass,19.9,0.38,0,0,0,51.88476,8.9567
BNA0500,201,Steam turbine,Biomass,12.4,0.38,0,0,0,49.974392,8.044595
BNA0520,32,Steam turbine,Biomass,78,0.38,0,0,0,49.0393,8.31134
BNA0549,365,Steam turbine,Biomass,17.1,0.38,0,0,0,52.30479,13.63603
BNA0553,313,Steam turbine,Biomass,15.1,0.38,0,0,0,48.79123,11.50679
BNA0566,295,Steam turbine,Biomass,9.6,0.38,0,0,0,48.49331,11.17662
BNA0573,386,Steam turbine,Biomass,20,0.38,0,0,0,52.57703,9.11009
BNA0601,182,Steam turbine,Biomass,14,0.38,0,0,0,50.70213,8.0732
BNA0617,91,Steam turbine,Biomass,20,0.38,0,0,0,51.61403992,7.481253974
BNA0621,337,Steam turbine,Biomass,18.1,0.38,0,0,0,51.870883,12.569466
BNA0628,419,Steam turbine,Biomass,9.8,0.38,0,0,0,53.74186,12.78302
BNA0636,250,Steam turbine,Biomass,17.9,0.38,0,0,0,49.51644467,8.460246482
BNA0637,250,Steam turbine,Biomass,59.2,0.38,0,0,0,49.5349,8.46358
BNA0692,323,Steam turbine,Biomass,15.6,0.38,0,0,0,49.26133,11.4516
BNA0701,115,Steam turbine,Biomass,12.1,0.38,0,0,0,51.204956,6.708548
BNA0756,254,Steam turbine,Biomass,18.8,0.38,0,0,0,49.011491,9.67177
BNA0775,395,Steam turbine,Biomass,20,0.38,0,0,0,53.09716,7.3954
BNA0797,265,Steam turbine,Biomass,12.3,0.38,0,0,0,48.89705,8.725
BNA0826,154,Steam turbine,Biomass,14,0.38,0,0,0,51.604008,7.250848
BNA0860,332,Steam turbine,Biomass,12.9,0.38,0,0,0,50.49776,11.65616
BNA0926a,128,Steam turbine,Biomass,14,0.38,0,0,0,49.97745,9.06872
BNA1055,200,Steam turbine,Biomass,6.7,0.38,0,0,0,50.040546,8.253248
BNA1091,311,Steam turbine,Biomass,10,0.38,0,0,0,48.45534,11.8019
BNA1256,360,Steam turbine,Biomass,13.3,0.38,0,0,0,53.08672,14.31935
BNA1335c,405,Combustion Engine,Biomass,1.92,0.38,0,0,0,53.40317,8.12821
BNA1337b,128,Steam turbine,Biomass,1.1,0.38,0,0,0,49.988218,9.155761
BNA1337c,128,Steam turbine,Biomass,0.8,0.38,0,0,0,49.988218,9.155761
BNA1398,138,Steam turbine,Biomass,18.6,0.38,0,0,0,53.148966,12.379742
BNA1405b,297,Steam turbine,Biomass,8.7,0.38,0,0,0,48.39704,9.96484
BNA1405c,297,Steam turbine,Biomass,4.5,0.38,0,0,0,48.39704,9.96484
BNA1501,293,Steam turbine,Biomass,14,0.38,0,0,0,48.628498,10.200853
BNA1522,360,Steam turbine,Biomass,17.8,0.38,0,0,0,53.320352,14.271028
