CO2,Nuclear,Lignite,HardCoal,NaturalGas,Oil(heavy),Oil(light),Waste,OtherFuels,Biomass,Hydro
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.42,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.52,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
7.6,3,6.25,10.81,22.11,48.27,48.27,0,48.3,0,0
