CO2,Nuclear,Lignite,HardCoal,NaturalGas,Oil(heavy),Oil(light),Waste,OtherFuels,Biomass,Hydro
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.92,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.26,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
7.35,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
6.93,3,6.21,10.96,24.69,51.47,51.47,0,51.5,0,0
